,Census Tract Info,state,county,tract,tract_GEOID,tract_GEOID_num,Total Population,Employment Status for the Population 16 Years and Over,Median household income in the past 12 months (in 2022 inflation-adjusted dollars),Units in Structure - Total,"Units in Structure - Total, 1 (detached)","Units in Structure - Total, 1 (attached)","Units in Structure - Total, 2","Units in Structure - Total, 3 or 4","Units in Structure - Total, 5 to 9","Units in Structure - Total, 10 to 19","Units in Structure - Total, 20 to 49","Units in Structure - Total, 50 or more","Units in Structure - Total, Mobile Home","Units in Structure - Total, Boat, RV, van, etc.",Owner-occupied housing units with no vehicle available,Owner-occupied housing units with 1 vehicle available,Owner-occupied housing units with 2 vehicles available,Owner-occupied housing units with 3 or more vehicles available,Renter-occupied housing units with no vehicle available,Renter-occupied housing units with 1 vehicle available,Renter-occupied housing units with 2 vehicles available,Renter-occupied housing units with 3 or more vehicles available,perc_single_unit_dwellings,perc_multi_unit_dwellings,perc_other_unit_dwellings,Race - Total,Race - White Alone,Race - Black or African American alone,Race - American Indian and Alaska Native alone,Race - Asian alone,Race - Native Hawaiian and Other Pacific Islander alone,Race - Some Other Race alone,Race - Two or More Races,Majority Race,Identified as disadvantaged without considering neighbors,Identified as disadvantaged based on neighbors and relaxed low income threshold only,Identified as disadvantaged due to tribal overlap,Identified as disadvantaged,num_private_charger,num_public_charger,Total Vehicle Count,geometry,potential_home_chargers_per_veh,exist_home_chargers_per_veh
106,Census Tract 4099; Alameda County; California,6,1,409900,6001409900,6001409900,3983.0,3386.0,176141.0,1521.0,1156.0,210.0,23.0,0.0,36.0,27.0,69.0,0.0,0.0,0.0,1278.0,19.0,288.0,510.0,345.0,85.0,31.0,139.0,89.80933596318211,10.190664036817882,0.0,3983.0,1120.0,1635.0,0.0,245.0,0.0,415.0,568.0,Race - Black or African American alone,False,False,,False,0.0,0.0,2689.0,"POLYGON ((-122.155824 37.772354, -122.153957 37.7724, -122.150944 37.770404, -122.147745 37.771393, -122.144594 37.773175, -122.142249 37.77254, -122.138414 37.769644, -122.136356 37.769865, -122.135071 37.770397, -122.131719 37.770913, -122.128683 37.769608, -122.12525 37.763753, -122.124562 37.762106, -122.124213 37.761329, -122.123828 37.760777, -122.123283 37.76031, -122.122934 37.759283, -122.122739 37.758991, -122.121287 37.757301, -122.116183 37.750372, -122.115813 37.748726, -122.120816 37.746404, -122.12401 37.751307, -122.127378 37.754464, -122.12952 37.756046, -122.138522 37.757941, -122.140094 37.757216, -122.141828 37.757477, -122.150562 37.753371, -122.151206 37.75364, -122.148211 37.75686, -122.147737 37.758759, -122.148141 37.760488, -122.155169 37.770856, -122.156288 37.772002, -122.155824 37.772354))",0.48369493754109133,0.3228665351742275
107,Census Tract 4100; Alameda County; California,6,1,410000,6001410000,6001410000,3177.0,2704.0,154648.0,1241.0,1164.0,33.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,1104.0,44.0,232.0,444.0,315.0,16.0,53.0,137.0,96.45447219983885,3.5455278001611608,0.0,3177.0,1047.0,1502.0,14.0,211.0,55.0,132.0,216.0,Race - Black or African American alone,False,False,,False,0.0,0.0,2373.0,"POLYGON ((-122.151206 37.75364, -122.150562 37.753371, -122.141828 37.757477, -122.140094 37.757216, -122.138522 37.757941, -122.12952 37.756046, -122.127378 37.754464, -122.12401 37.751307, -122.120816 37.746404, -122.115813 37.748726, -122.114797 37.741853, -122.115091 37.735279, -122.118818 37.732273, -122.119964 37.732042, -122.121206 37.731812, -122.122168 37.729386, -122.124462 37.728588, -122.127244 37.729827, -122.131227 37.730427, -122.132345 37.731726, -122.130491 37.73277, -122.132624 37.733911, -122.134438 37.734305, -122.136693 37.731867, -122.138414 37.730965, -122.138752 37.730947, -122.138977 37.730932, -122.139886 37.73447, -122.140243 37.736051, -122.140772 37.737282, -122.144044 37.740307, -122.146051 37.742802, -122.145883 37.742969, -122.148647 37.745129, -122.151677 37.751124, -122.151206 37.75364))",0.4943271555197422,0.3275181305398872
108,Census Tract 4101; Alameda County; California,6,1,410100,6001410100,6001410100,3172.0,2532.0,84135.0,1157.0,747.0,92.0,43.0,37.0,40.0,54.0,117.0,20.0,7.0,0.0,716.0,8.0,272.0,353.0,63.0,13.0,7.0,427.0,72.5151253241141,26.879861711322384,0.6050129645635264,3172.0,314.0,1671.0,0.0,326.0,23.0,412.0,426.0,Race - Black or African American alone,False,False,,False,0.0,0.0,2919.0,"POLYGON ((-122.1604 37.752903, -122.157388 37.753833, -122.154381 37.751643, -122.153547 37.75241, -122.152735 37.753693, -122.152102 37.754142, -122.151206 37.75364, -122.151677 37.751124, -122.148647 37.745129, -122.145883 37.742969, -122.146051 37.742802, -122.14767 37.741138, -122.148725 37.740859, -122.151526 37.742214, -122.152496 37.742923, -122.153625 37.744069, -122.156174 37.745897, -122.157234 37.747374, -122.159831 37.751335, -122.1604 37.752903))",0.4088331892826275,0.26942955920484013
109,Census Tract 4102; Alameda County; California,6,1,410200,6001410200,6001410200,3238.0,2508.0,75106.0,1149.0,790.0,40.0,27.0,183.0,67.0,8.0,34.0,0.0,0.0,0.0,553.0,19.0,73.0,268.0,142.0,51.0,0.0,553.0,72.236727589208,27.763272410791995,0.0,3238.0,377.0,1534.0,30.0,152.0,0.0,1038.0,107.0,Race - Black or African American alone,False,False,,False,0.0,0.0,2679.0,"POLYGON ((-122.1604 37.752903, -122.159831 37.751335, -122.157234 37.747374, -122.156174 37.745897, -122.153625 37.744069, -122.152496 37.742923, -122.151526 37.742214, -122.148725 37.740859, -122.155119 37.739082, -122.156962 37.741506, -122.159506 37.745049, -122.160307 37.746125, -122.164044 37.75119, -122.1604 37.752903))",0.4100261096605744,0.27056570931244556
110,Census Tract 4103; Alameda County; California,6,1,410300,6001410300,6001410300,3893.0,2848.0,54698.0,1087.0,611.0,104.0,71.0,147.0,154.0,0.0,0.0,0.0,0.0,0.0,450.0,7.0,145.0,121.0,83.0,42.0,52.0,613.0,65.77736890524379,34.22263109475621,0.0,3893.0,438.0,727.0,24.0,67.0,7.0,2334.0,296.0,Race - Some Other Race alone,True,False,,True,0.0,0.0,2645.0,"POLYGON ((-122.172521 37.747223, -122.170375 37.748217, -122.169303 37.748714, -122.167145 37.749709, -122.164044 37.75119, -122.160307 37.746125, -122.159506 37.745049, -122.160431 37.745069, -122.163205 37.744343, -122.165619 37.743715, -122.169212 37.742763, -122.170489 37.744471, -122.172521 37.747223))",0.3383992640294389,0.19524379024839006
111,Census Tract 4104; Alameda County; California,6,1,410400,6001410400,6001410400,4687.0,3906.0,82188.0,1500.0,1013.0,138.0,45.0,57.0,73.0,30.0,8.0,80.0,56.0,0.0,720.0,38.0,209.0,231.0,163.0,40.0,39.0,712.0,76.73333333333333,19.53333333333333,3.733333333333334,4687.0,365.0,1474.0,179.0,388.0,0.0,1531.0,750.0,Race - Some Other Race alone,False,False,,False,0.0,1.0,3403.0,"POLYGON ((-122.169212 37.742763, -122.165619 37.743715, -122.163205 37.744343, -122.160431 37.745069, -122.159506 37.745049, -122.156962 37.741506, -122.155119 37.739082, -122.160074 37.737691, -122.160502 37.737607, -122.16416 37.73594, -122.165472 37.737689, -122.167519 37.740468, -122.169212 37.742763))",0.4076666666666667,0.26549999999999996
112,Census Tract 4105; Alameda County; California,6,1,410500,6001410500,6001410500,3081.0,2257.0,46031.0,1029.0,86.0,252.0,136.0,130.0,60.0,103.0,43.0,219.0,0.0,0.0,147.0,0.0,18.0,48.0,81.0,0.0,0.0,856.0,32.84742468415938,67.15257531584062,0.0,3081.0,841.0,1874.0,0.0,126.0,28.0,128.0,84.0,Race - Black or African American alone,True,False,,True,0.0,0.0,2748.0,"POLYGON ((-122.293325 37.806077, -122.293082 37.806908, -122.289802 37.816155, -122.289669 37.816835, -122.28967 37.817002, -122.284024 37.815622, -122.285192 37.812403, -122.286208 37.809606, -122.287923 37.804853, -122.28867 37.802755, -122.291101 37.802526, -122.290392 37.804374, -122.29369 37.805079, -122.293325 37.806077))",0.27912536443148683,0.142555879494655
113,Census Tract 4216; Alameda County; California,6,1,421600,6001421600,6001421600,3854.0,3301.0,218390.0,1671.0,1359.0,73.0,92.0,83.0,47.0,0.0,15.0,0.0,2.0,0.0,1244.0,8.0,443.0,542.0,231.0,12.0,8.0,249.0,85.69718731298623,14.183123877917414,0.1196888090963494,3854.0,2805.0,93.0,0.0,428.0,0.0,31.0,497.0,Race - White Alone,False,False,,False,0.0,0.0,3295.0,"POLYGON ((-122.266609 37.886035, -122.26257 37.886523, -122.261699 37.883053, -122.259856 37.883278, -122.259029 37.884749, -122.260268 37.886153, -122.256911 37.886862, -122.255334 37.88806, -122.254792 37.887816, -122.254143 37.889163, -122.253377 37.888163, -122.251877 37.890955, -122.249145 37.891128, -122.250286 37.889828, -122.249262 37.886972, -122.24691 37.885355, -122.246827 37.884073, -122.246439 37.881203, -122.24683 37.881199, -122.249269 37.880896, -122.255083 37.880257, -122.256643 37.879959, -122.258205 37.880573, -122.258052 37.879821, -122.265752 37.878806, -122.265978 37.880606, -122.266153 37.882423, -122.266609 37.886035))",0.4767085577498504,0.31967684021543985
114,Census Tract 4220; Alameda County; California,6,1,422000,6001422000,6001422000,2453.0,2187.0,140331.0,1276.0,240.0,67.0,134.0,35.0,59.0,74.0,194.0,473.0,0.0,0.0,217.0,0.0,132.0,72.0,13.0,0.0,0.0,968.0,24.05956112852665,75.94043887147336,0.0,2453.0,1249.0,125.0,0.0,510.0,21.0,136.0,412.0,Race - White Alone,False,False,,False,1.0,17.0,3384.0,"POLYGON ((-122.325193 37.874276, -122.318663 37.875307, -122.313164 37.870151, -122.308502 37.87088, -122.311445 37.879775, -122.312820832862 37.8812770775089, -122.308351 37.882115, -122.307507 37.881791, -122.302313 37.882356, -122.30018 37.882822, -122.299311 37.882903, -122.296882 37.883471, -122.295353 37.878685, -122.300853 37.877571, -122.299722 37.874085, -122.297751 37.867937, -122.296853 37.865282, -122.295163 37.860002, -122.293719 37.860243, -122.289651 37.861104, -122.288793 37.858508, -122.288257 37.856849, -122.286794 37.852178, -122.286247 37.850505, -122.288739 37.849991, -122.292324 37.849264, -122.295046 37.848706, -122.298817 37.847917, -122.30116157341 37.8473623994842, -122.301372 37.855493, -122.308352 37.862934, -122.316944 37.858809, -122.318722 37.866377, -122.325193 37.874276))",0.37849529780564267,0.2768416927899687
115,Census Tract 4227; Alameda County; California,6,1,422700,6001422700,6001422700,4803.0,4726.0,42417.0,1138.0,201.0,11.0,35.0,14.0,0.0,339.0,377.0,161.0,0.0,0.0,151.0,26.0,51.0,45.0,29.0,0.0,0.0,848.0,18.629173989455182,81.37082601054482,0.0,4803.0,2120.0,215.0,67.0,1601.0,29.0,156.0,615.0,Race - White Alone,False,False,,False,0.0,0.0,2807.0,"POLYGON ((-122.254588 37.869321, -122.252328 37.869616, -122.250971 37.869328, -122.250214 37.869346, -122.249217 37.870317, -122.245156 37.869737, -122.244877 37.866276, -122.245338 37.865986, -122.246962 37.866159, -122.24842 37.866083, -122.251653 37.865887, -122.253954 37.865737, -122.25429 37.867508, -122.254588 37.869321))",0.2535325131810193,0.11980667838312829
116,Census Tract 4237; Alameda County; California,6,1,423700,6001423700,6001423700,3606.0,3182.0,108750.0,1377.0,539.0,18.0,87.0,154.0,145.0,259.0,37.0,138.0,0.0,0.0,574.0,31.0,178.0,199.0,161.0,5.0,0.0,631.0,40.45025417574437,59.54974582425563,0.0,3606.0,2504.0,107.0,0.0,533.0,3.0,140.0,319.0,Race - White Alone,False,False,,False,0.0,0.0,2882.0,"POLYGON ((-122.253954 37.865737, -122.251653 37.865887, -122.24842 37.866083, -122.246962 37.866159, -122.245338 37.865986, -122.244733 37.865788, -122.245525 37.864036, -122.244166 37.861497, -122.244274 37.861427, -122.244235 37.861066, -122.244065 37.860776, -122.244505 37.859129, -122.242347 37.85761, -122.243876 37.858118, -122.24539 37.858087, -122.252299 37.85741, -122.253099 37.857088, -122.253225 37.8585, -122.253513 37.861399, -122.253552 37.861823, -122.253743 37.863622, -122.253954 37.865737))",0.404720406681191,0.2883151779230211
117,Census Tract 4238; Alameda County; California,6,1,423800,6001423800,6001423800,3425.0,2948.0,191838.0,1452.0,982.0,5.0,79.0,180.0,134.0,59.0,0.0,13.0,0.0,0.0,959.0,21.0,399.0,370.0,147.0,22.0,0.0,462.0,67.97520661157024,32.02479338842975,0.0,3425.0,2583.0,37.0,0.0,393.0,0.0,30.0,382.0,Race - White Alone,False,False,,False,0.0,0.0,3337.0,"POLYGON ((-122.253346 37.85383, -122.253099 37.857088, -122.252299 37.85741, -122.24539 37.858087, -122.243876 37.858118, -122.242347 37.85761, -122.241614 37.857066, -122.234761 37.85779, -122.234305 37.853607, -122.234191 37.852544, -122.241914 37.851909, -122.243991 37.851777, -122.244781 37.851733, -122.25096 37.851159, -122.252503 37.850826, -122.25331 37.853466, -122.253346 37.85383))",0.44876033057851233,0.30758264462809914
118,Census Tract 4239.01; Alameda County; California,6,1,423901,6001423901,6001423901,2258.0,2001.0,105625.0,938.0,368.0,43.0,126.0,136.0,192.0,58.0,15.0,0.0,0.0,0.0,308.0,51.0,83.0,147.0,11.0,16.0,0.0,551.0,43.81663113006397,56.18336886993603,0.0,2258.0,1305.0,291.0,18.0,153.0,0.0,121.0,370.0,Race - White Alone,False,False,,False,0.0,0.0,2327.0,"POLYGON ((-122.271852 37.847251, -122.27117 37.849701, -122.270814 37.850667, -122.270961 37.852484, -122.271161 37.854268, -122.268513 37.855029, -122.266598 37.855289, -122.263515 37.855732, -122.262407 37.855865, -122.261829 37.85258, -122.26225 37.852696, -122.266128 37.852009, -122.268965 37.851616, -122.269409 37.848107, -122.269226 37.847201, -122.269144 37.84674, -122.271236 37.846465, -122.271852 37.847251))",0.4101066098081023,0.29067164179104477
119,Census Tract 4239.02; Alameda County; California,6,1,423902,6001423902,6001423902,1512.0,1372.0,171583.0,737.0,251.0,28.0,102.0,138.0,85.0,114.0,14.0,5.0,0.0,0.0,209.0,4.0,108.0,75.0,13.0,0.0,9.0,450.0,37.8561736770692,62.14382632293079,0.0,1512.0,1097.0,90.0,0.0,212.0,0.0,16.0,97.0,Race - White Alone,False,False,,False,0.0,8.0,1813.0,"POLYGON ((-122.262407 37.855865, -122.256848 37.856616, -122.253099 37.857088, -122.253346 37.85383, -122.256197 37.853449, -122.257251 37.853176, -122.258367 37.853196, -122.260223 37.852793, -122.261829 37.85258, -122.262407 37.855865))",0.4005698778833107,0.2864993215739484
120,Census Tract 4240.01; Alameda County; California,6,1,424001,6001424001,6001424001,3631.0,3137.0,87500.0,1516.0,333.0,77.0,160.0,525.0,328.0,30.0,42.0,7.0,14.0,0.0,395.0,17.0,162.0,127.0,83.0,6.0,0.0,1003.0,27.044854881266488,72.0316622691293,0.9234828496042216,3631.0,1733.0,658.0,25.0,508.0,0.0,374.0,333.0,Race - White Alone,False,False,,False,0.0,0.0,3737.0,"POLYGON ((-122.279121 37.853287, -122.271161 37.854268, -122.270961 37.852484, -122.270814 37.850667, -122.27117 37.849701, -122.271852 37.847251, -122.271236 37.846465, -122.2758 37.845867, -122.276173 37.847662, -122.276188 37.847734, -122.27746 37.847564, -122.277766 37.847525, -122.278079 37.848826, -122.278505 37.850624, -122.278623 37.851103, -122.278702 37.851489, -122.279121 37.853287))",0.3260949868073879,0.23689973614775728
121,Census Tract 4240.02; Alameda County; California,6,1,424002,6001424002,6001424002,2663.0,2212.0,103393.0,1145.0,553.0,54.0,119.0,198.0,21.0,0.0,19.0,181.0,0.0,0.0,533.0,82.0,181.0,192.0,69.0,4.0,5.0,504.0,53.01310043668123,46.98689956331878,0.0,2663.0,1109.0,830.0,9.0,301.0,0.0,265.0,149.0,Race - White Alone,False,False,,False,0.0,0.0,2546.0,"POLYGON ((-122.286794 37.852178, -122.281433 37.85319, -122.279121 37.853287, -122.278702 37.851489, -122.278623 37.851103, -122.278505 37.850624, -122.278079 37.848826, -122.277766 37.847525, -122.277841 37.847515, -122.278944 37.847367, -122.281899 37.846975, -122.282705 37.849036, -122.283459 37.850307, -122.286006 37.850173, -122.286247 37.850505, -122.286794 37.852178))",0.42482096069869,0.2971091703056769
122,Census Tract 4251.01; Alameda County; California,6,1,425101,6001425101,6001425101,1754.0,1718.0,81722.0,1359.0,54.0,0.0,0.0,8.0,0.0,9.0,143.0,1129.0,16.0,0.0,555.0,79.0,339.0,117.0,12.0,8.0,0.0,688.0,3.9735099337748343,94.84915378955114,1.177336276674025,1754.0,978.0,104.0,11.0,420.0,31.0,78.0,132.0,Race - White Alone,False,False,,False,0.0,1.0,3180.0,"POLYGON ((-122.314195 37.842311, -122.299233 37.840479, -122.300952657435 37.8457420020811, -122.301134 37.846297, -122.30116157341 37.8473623994842, -122.298817 37.847917, -122.29781 37.843301, -122.296787 37.838002, -122.295557 37.835067, -122.293298 37.831485, -122.293391 37.830674, -122.29447 37.830558, -122.297115883456 37.8312176740312, -122.298044 37.836349, -122.315913 37.836812, -122.314195 37.842311))",0.2838557763061075,0.22019131714495951
123,Census Tract 4251.03; Alameda County; California,6,1,425103,6001425103,6001425103,3103.0,2872.0,119301.0,1801.0,233.0,304.0,81.0,33.0,138.0,133.0,104.0,766.0,9.0,0.0,463.0,35.0,256.0,152.0,20.0,0.0,0.0,1258.0,29.816768461965577,69.68350916157691,0.4997223764575236,3103.0,1040.0,835.0,20.0,938.0,0.0,103.0,167.0,Race - White Alone,False,False,,False,0.0,6.0,4777.0,"POLYGON ((-122.295046 37.848706, -122.292324 37.849264, -122.288739 37.849991, -122.287866 37.846907, -122.287499 37.845772, -122.286714 37.843345, -122.285576 37.839778, -122.284491 37.836715, -122.287672 37.836052, -122.291241 37.83472, -122.291976 37.838903, -122.293481 37.844072, -122.295046 37.848706))",0.38600777345918935,0.27957245974458633
124,Census Tract 4251.04; Alameda County; California,6,1,425104,6001425104,6001425104,4014.0,3625.0,119083.0,2398.0,293.0,269.0,73.0,167.0,172.0,128.0,356.0,940.0,0.0,0.0,572.0,49.0,357.0,144.0,22.0,0.0,0.0,1406.0,23.436196830692243,76.56380316930776,0.0,4014.0,1812.0,669.0,0.0,949.0,20.0,139.0,425.0,Race - White Alone,False,False,,False,1.0,1.0,5413.0,"POLYGON ((-122.291241 37.83472, -122.287672 37.836052, -122.284491 37.836715, -122.281963 37.837181, -122.281649 37.836692, -122.27622 37.836818, -122.275638 37.836447, -122.275896 37.835661, -122.27641 37.834279, -122.277204 37.832216, -122.277556 37.831276, -122.278343 37.828522, -122.277923 37.827108, -122.278707 37.827151, -122.28095 37.827689, -122.282384 37.828033, -122.287998 37.829379, -122.288138 37.829414, -122.288904 37.829599, -122.290059 37.829874, -122.290863 37.830067, -122.291029 37.830107, -122.291241 37.83472))",0.37749791492910767,0.2764053377814846
125,Census Tract 4261; Alameda County; California,6,1,426100,6001426100,6001426100,6300.0,4798.0,250001.0,2259.0,2169.0,33.0,38.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2012.0,0.0,356.0,1021.0,453.0,112.0,70.0,125.0,97.47675962815406,1.6821602478973,0.84108012394865,6300.0,4420.0,0.0,0.0,1549.0,0.0,20.0,311.0,Race - White Alone,False,False,,False,0.0,0.0,4402.0,"POLYGON ((-122.23931 37.817841, -122.236608 37.820221, -122.238009 37.821645, -122.235835 37.823307, -122.233816 37.82304, -122.232279 37.825085, -122.233608 37.827547, -122.235254 37.830534, -122.237048 37.830823, -122.237127 37.831032, -122.232494 37.831686, -122.229148 37.833144, -122.227506 37.832592, -122.22724 37.832905, -122.225391 37.831283, -122.225156 37.831085, -122.224456 37.830256, -122.222369 37.827658, -122.222161 37.82724, -122.221614 37.826802, -122.221724 37.826732, -122.221116 37.825912, -122.215296 37.821798, -122.214439 37.821273, -122.214391 37.821245, -122.214332 37.821209, -122.214119 37.821089, -122.212238 37.819907, -122.210178 37.818613, -122.212469 37.816722, -122.212751 37.816127, -122.212826 37.815812, -122.212906 37.815168, -122.212968 37.814913, -122.213091 37.814657, -122.213204 37.814506, -122.214183 37.813047, -122.214677 37.812688, -122.215174 37.812276, -122.217935 37.812891, -122.220211 37.813407, -122.220433 37.813439, -122.221609 37.813701, -122.221714 37.813669, -122.224011 37.81435, -122.225227 37.814358, -122.225234 37.814605, -122.225988 37.814782, -122.227109 37.815045, -122.229496 37.815598, -122.229736 37.815646, -122.232245 37.816194, -122.233296 37.816492, -122.233938 37.816644, -122.234659 37.816799, -122.234903 37.816864, -122.23507 37.816849, -122.235137 37.816892, -122.235251 37.817008, -122.235694 37.816952, -122.236205 37.817144, -122.239021 37.817592, -122.23931 37.817841))",0.49310314298362107,0.32604692341744135
126,Census Tract 4262; Alameda County; California,6,1,426200,6001426200,6001426200,4861.0,3722.0,250001.0,1684.0,1575.0,5.0,60.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0,1351.0,43.0,223.0,710.0,313.0,50.0,12.0,301.0,93.82422802850355,6.175771971496437,0.0,4861.0,3458.0,70.0,0.0,866.0,11.0,47.0,409.0,Race - White Alone,False,False,,False,0.0,0.0,3596.0,"POLYGON ((-122.249295 37.823722, -122.248118 37.824815, -122.24768 37.826241, -122.245476 37.827538, -122.243358 37.829833, -122.243288 37.830063, -122.241087 37.830439, -122.237048 37.830823, -122.235254 37.830534, -122.233608 37.827547, -122.232279 37.825085, -122.233816 37.82304, -122.235835 37.823307, -122.238009 37.821645, -122.236608 37.820221, -122.23931 37.817841, -122.24011 37.817857, -122.241683 37.818437, -122.24185 37.818475, -122.243662 37.818847, -122.243672 37.818857, -122.243742 37.818931, -122.244023 37.818993, -122.244206 37.819034, -122.244722 37.819119, -122.245205 37.819394, -122.247573 37.821569, -122.24939 37.822846, -122.249295 37.823722))",0.4901187648456057,0.3256769596199525
127,Census Tract 4271; Alameda County; California,6,1,427100,6001427100,6001427100,4222.0,3275.0,215045.0,1477.0,1239.0,49.0,61.0,58.0,63.0,0.0,0.0,7.0,0.0,0.0,1046.0,0.0,191.0,591.0,181.0,75.0,8.0,329.0,87.20379146919431,12.796208530805686,0.0,4222.0,2542.0,51.0,7.0,824.0,0.0,329.0,469.0,Race - White Alone,False,False,,False,0.0,2.0,3233.0,"POLYGON ((-122.238101 37.769779, -122.236741 37.771405, -122.236488 37.771696, -122.230205 37.768977, -122.226583 37.766934, -122.224904 37.764563, -122.224213 37.762813, -122.223647 37.756926, -122.223481 37.754702, -122.223779 37.754428, -122.224577 37.755144, -122.225918 37.757134, -122.229935 37.760063, -122.229686 37.7603, -122.232626 37.762353, -122.2349 37.763508, -122.235888 37.76403, -122.240792 37.766583, -122.238101 37.769779))",0.47952606635071093,0.321042654028436
128,Census Tract 4272; Alameda County; California,6,1,427200,6001427200,6001427200,4508.0,3496.0,118571.0,1688.0,804.0,82.0,270.0,188.0,171.0,51.0,115.0,0.0,0.0,7.0,565.0,7.0,129.0,277.0,131.0,21.0,0.0,1037.0,52.48815165876777,47.09715639810427,0.4146919431279621,4508.0,1682.0,149.0,4.0,1800.0,54.0,232.0,587.0,Race - Asian alone,False,False,,False,0.0,0.0,4228.0,"POLYGON ((-122.257832 37.776037, -122.255021 37.774806, -122.253547 37.775337, -122.251629 37.77821, -122.251281 37.779135, -122.256889 37.785677, -122.253958 37.786779, -122.251332 37.786881, -122.246591 37.784679, -122.245219 37.783033, -122.244817 37.779123, -122.243536 37.776278, -122.240498 37.773732, -122.236566 37.771731, -122.236488 37.771696, -122.236741 37.771405, -122.238101 37.769779, -122.240792 37.766583, -122.2412 37.766679, -122.245398 37.768371, -122.248263 37.769616, -122.251144 37.77086, -122.253667 37.771954, -122.255338 37.77269, -122.258965 37.77427, -122.257832 37.776037))",0.42257109004739335,0.29566350710900474
129,Census Tract 4273; Alameda County; California,6,1,427300,6001427300,6001427300,5283.0,4187.0,124432.0,2076.0,973.0,160.0,336.0,173.0,0.0,21.0,151.0,230.0,7.0,25.0,1034.0,12.0,302.0,520.0,100.0,100.0,0.0,981.0,54.576107899807326,43.882466281310215,1.5414258188824663,5283.0,1905.0,859.0,85.0,1958.0,75.0,75.0,326.0,Race - Asian alone,False,False,,False,0.0,7.0,5219.0,"POLYGON ((-122.27671 37.777192, -122.276628 37.779684, -122.276553 37.784208, -122.276671 37.788014, -122.27619 37.78903, -122.275558 37.789936, -122.274709 37.791511, -122.274225 37.791259, -122.268544 37.787934, -122.260056 37.784489, -122.256889 37.785677, -122.251281 37.779135, -122.251629 37.77821, -122.253547 37.775337, -122.255021 37.774806, -122.257832 37.776037, -122.258965 37.77427, -122.260328 37.774645, -122.263307 37.774715, -122.265832 37.774817, -122.269417 37.774965, -122.270439 37.774994, -122.276796 37.775134, -122.27671 37.777192))",0.42208092485549137,0.29419556840077077
130,Census Tract 4283.01; Alameda County; California,6,1,428301,6001428301,6001428301,7203.0,5777.0,191875.0,2379.0,1152.0,1175.0,0.0,0.0,0.0,0.0,22.0,30.0,0.0,0.0,1888.0,30.0,517.0,932.0,244.0,100.0,65.0,438.0,97.81420765027322,2.185792349726776,0.0,7203.0,2113.0,368.0,20.0,3730.0,55.0,230.0,687.0,Race - Asian alone,False,False,,False,1.0,26.0,5404.0,"POLYGON ((-122.258774956593 37.7378794789986, -122.252078 37.737918, -122.248745 37.737178, -122.247216 37.737042, -122.24566 37.73689, -122.243403 37.736336, -122.239945 37.73553, -122.239044 37.736683, -122.238741 37.73771, -122.23786 37.741342, -122.23768 37.743185, -122.235734 37.746901, -122.236405 37.748549, -122.226076 37.749674, -122.224579 37.753028, -122.223779 37.754428, -122.223481 37.754702, -122.223377 37.748036, -122.2265 37.74808, -122.2266 37.745501, -122.226492 37.745037, -122.226443 37.734387, -122.226768 37.727657, -122.228343 37.727729, -122.236181 37.719851, -122.245039 37.725798, -122.247912 37.728375, -122.248487328517 37.7278947076043, -122.255989 37.735674, -122.258774956593 37.7378794789986))",0.4965027322404372,0.32846994535519125
131,Census Tract 4287; Alameda County; California,6,1,428700,6001428700,6001428700,5078.0,3739.0,117153.0,1768.0,647.0,314.0,68.0,282.0,93.0,78.0,134.0,137.0,15.0,0.0,697.0,21.0,149.0,352.0,129.0,28.0,18.0,798.0,54.355203619909496,44.79638009049774,0.8484162895927602,5078.0,1361.0,911.0,32.0,1949.0,91.0,258.0,476.0,Race - Asian alone,False,False,,False,0.0,7.0,3833.0,"POLYGON ((-122.333001177211 37.799054386056, -122.328507 37.797493, -122.315064 37.794579, -122.305802 37.792572, -122.30104 37.791954, -122.294801 37.792163, -122.285971 37.793616, -122.284396 37.793597, -122.278243 37.793129, -122.276005 37.792175, -122.274709 37.791511, -122.275558 37.789936, -122.27619 37.78903, -122.276671 37.788014, -122.276553 37.784208, -122.276628 37.779684, -122.277182 37.779665, -122.284478 37.780002, -122.28787 37.779976, -122.29131 37.779995, -122.291395 37.776848, -122.291088 37.776478, -122.290743 37.771088, -122.291510624606 37.7696296294351, -122.29987 37.772342, -122.30643 37.776107, -122.315387 37.776597, -122.317767 37.77968, -122.328024583922 37.7813728248168, -122.331615467306 37.7870695682435, -122.33094 37.795137, -122.333001177211 37.799054386056))",0.4240837104072398,0.2958427601809955
